Column1,id,cmt,giá,dịch_vụ,ship,hiệu_năng,chính_hãng,cấu_hình,phụ_kiện,other,mẫu_mã
42,33330,nguyên niêm_phong máy hơi nhạy . mua tạm ổn ba_chỉ coi youtube dò vé_số . nv giao hàng thân_thiện . tầm giá ổn . oppo oppo hãng . kì hài_lòng,1,1,1,1,1,0,0,0,1
43,33329,sản_phẩm tốt . hàng hãng . giao ốp lưng,0,0,0,0,1,0,-1,0,0
44,33328,giá ok . ổn kì hài_lòng,1,0,0,0,0,0,0,0,0
47,33325,"cảm_giác màn_hình rộng sướng tai , chụp ảnh đẹp . ngon tầm giá . vời",1,0,0,0,0,1,0,0,0
48,33324,giao hàng như thông_báo . máy_nguyên đai nguyên kiện . cầm không đầm mềm_mại như vsmart live 4 một cạnh máy không bo tròn kiểu_dáng hơi . kì hài_lòng,0,0,1,0,1,0,1,0,-1
49,33323,oke,0,0,0,0,0,0,0,1,0
50,33322,"sản_phẩm tốt , ok , tiếc mua quà tặng kèm hãng ! key2",0,0,0,0,0,0,0,1,0
51,33321,sản_phẩm giao . hàng vn / a hãng . kì hài_lòng,0,0,1,0,1,0,0,0,0
52,33320,chưa khui niêm_phong để_dành tặng 😀 kì hài_lòng,0,0,0,0,0,0,0,1,0
53,33319,"giao chuyên_nghiệp , dễ_thương . mua . tin_tưởng mua đồ giá_trị tiki . kì hài_lòng",0,0,1,0,0,0,0,0,0
54,33318,"sản_phẩm nguyên seal , xuất_xứ trung_quốc , chờ tiki kích_hoạt bảo_hành điện_tử . tiếc m1 không tai_nghe kèm . tầm giá 3 triệu mua . tiki giao hàng . kì hài_lòng",1,0,1,0,1,0,-1,0,1
55,33317,hình_ảnh không đẹp . màu nhạt,0,0,0,0,0,-1,0,0,0
56,33316,sản_phẩm tốt mong_đợi,0,0,0,0,0,0,0,1,0
57,33315,"mua ốp lưng không , sài 2 hôm trầy trơn . tặng ốp đi kèm tốt .",0,0,0,0,0,0,-1,0,0
58,33314,hàng hãng . chạy mượt . ios 14 đổi sim không máy nóng . esim sóng tốt . kì hài_lòng,0,0,0,1,1,0,0,0,0
61,33311,"1 . giao hàng nhanh_chóng . 10h tối tư đặt_hàng , chiều 6 giao hàng ( hộp nguyên niêm_phong an_tâm ) máy kích_hoạt bảo_hành 2 , liên_hệ tiki hổ trợ , giải_đáp bảo_hành đầy_đủ , hoá_đơn điện_tử bảo_hành . tặng coupon 2 . điện_thoại_đẹp tuyệt_vời , game , mua hàng ap thương_mại điện_tử bắt sóng wifi hiển_thị hơi yếu , 1 vạch kết_nối ổn , cấu_hình hiển_thị không ảnh_hưởng chất_lượng bắt sóng wifi ? pin ổn , 4g chiều liên_tục củ_sạc , tầm 2 tiếng tặng ốp lưng kèm hộp camera xấu . : ) camera ap xấu . giá_như ổn , không đòi_hỏi cam chỉnh chỗ chụp chuyên_nghiệp chỗ chụp ảnh 48mp , dung_lượng lớn tẹo , hình xấu . ánh_sáng đấy đủ chụp ổn . dung_lượng ảnh . camera 12mp thua cam 13mp j7_pro ( 3 , màn_hình rơi tí trục_trặc , chức_năng ổn ) camera pop up khởi_động hơi ồn hi_vọng vsmart phong_độ như , nâng_cấp xíu camera . ủng_hộ hàng việt ! kì hài_lòng",0,1,1,1,1,-1,0,0,1
62,33310,"phiên_bản màu xám , mã ll. nguyên seal , chưa active . đóng_gói cẩn_thận , giao hàng . ủng_hộ hàng phân_phối tiki .",0,0,1,0,0,0,0,0,1
63,33309,"giao hàng . sản_phẩm tốt , sắt cứng_cáp , khớp cững . đế nối vẻ hơi yếu một độ bền phầm tốt . giao hàng",0,0,1,0,0,0,1,0,0
64,33308,tốt hđh lỗi vớ_vẩn kì hài_lòng,0,0,0,-1,0,0,0,0,0
65,33307,1 điện_thoại ám vàng như,0,0,0,0,0,0,0,0,-1
66,33306,"đẹp , giao hàng đóng_gói chuẩn . kì hài_lòng",0,1,1,0,0,0,0,0,1
67,33305,"hý hửng máy . check thi camera lỗi , không thò thụt không chụp ảnh dc . thất_vọng gấp",0,0,0,0,0,-1,0,0,0
68,33304,"đẹp , hãng , mạnh_mẽ , kiểm_tra chưa lỗi kì hài_lòng",0,0,0,1,1,0,0,0,1
71,33301,hiên mượt kì hài_lòng,0,0,0,1,0,0,0,0,0
72,33300,"giá tốt thị_trường hình_thức hsbc , mua 2h giao hàng tiêu_chuẩn , tiki kiến giao 2 10 tiếng hàng tận_tay . highly giá tốt , giao hàng",1,0,1,0,0,0,0,0,0
74,33298,"giao hàng , máy ổn . kì hài_lòng",0,0,1,0,0,0,0,0,0
76,33296,"chuẩn hàng việt_nam ! , mượt_mà , giao hàng kì hài_lòng",0,0,1,1,0,0,0,0,0
77,33295,pin tụt hơi,0,0,0,0,0,-1,0,0,0
79,33293,giao hàng máy đóng bọc cẩn_thận . máy bụi màn_hình . máy không_thể . mong tiki giải_quyết giúp,0,0,1,0,0,-1,0,0,0
80,33292,"máy_đẹp , cảm_ứng mượt_mà , màu_sắc_đẹp dung_lượng bộ_nhớ lớn , shop tặng kèm ốp lưng , mua giá khuyến_mãi rẻ thị giao hàng , shop ! kì hài_lòng",1,0,1,1,0,0,1,0,1
81,33291,giá tiki tốt thụ trường_kì hài_lòng,1,0,0,0,0,0,0,1,0
82,33290,"đẹp , tầm giá máy ngon kì hài_lòng",1,0,0,0,0,0,0,0,1
84,33288,mua giá 17 trđ hài_lòng ng a kì hài_lòng,1,0,0,0,0,0,0,0,0
85,33287,"giao hàng nhanh_chóng không sản_phẩm ngoại quan đẹp , kích_hoạt bảo_hành đặt_hàng . kì hài_lòng",0,0,1,0,0,0,0,0,1
86,33286,"giao hàng , rõ_ràng màu trắng gửi màu xanh 4 sản_phẩm chưa chưa trả_lời",0,1,1,0,0,0,0,0,-1
87,33285,"giao không đúng như hình , màu không đúng như hình",0,0,0,0,0,0,0,0,-1
88,33284,"loa to rè , không máy lỗi",0,0,0,0,0,-1,0,0,0
89,33283,"máy ổn_định , bộ_nhớ tốc_độ ram giá_trị máy tính_năng phục_vụ công_tác văn_phòng kì hài_lòng",0,0,0,1,0,1,0,0,0
91,33281,máy đẹp lun . kì hài_lòng,0,0,0,0,0,0,0,0,1
92,33280,sài_oke nè . test mua 1 😂 kì hài_lòng,0,0,0,0,0,0,0,1,0
93,33279,hàng tốt giá_cả hợp_lý,1,0,0,0,0,0,0,0,0
94,33278,gọi cal tiếng vọng khó_chịu !,0,0,0,0,0,-1,-1,0,0
96,33276,"ưu_điểm : loại giao hàng . trời mưa giao đúng hẹn , không ướt hư_hỏng . điện_thoại đẹp . đẹp dòng android xài . hiệu chưa không . tạm_thời mượt_mà . camera đẹp hiển_thị tốt . vui chỗ cảm_ứng vân dời đúng chỗ . nhược_điểm : mẫu màu đen vân case tốt",0,0,1,1,0,1,0,0,1
97,33275,"giao hàng , sản_phẩm tốt kì hài_lòng",0,0,1,0,0,0,0,0,0
98,33274,máy_nguyên siêu . tốt . ổn . cấu_hình tương_đối_khỏe . kì hài_lòng,0,0,0,1,1,1,0,0,0
99,33273,máy nguyên niêm_phong tạm_thời chưa lỗi không kiểm_tra bảo_hành điện_tử . kì hài_lòng,0,0,0,0,1,0,0,0,0
102,33270,"cứng_cáp , đỡ ipad . hàng chất_lượng . tiki giao hàng mặc_dù không giao 2h kì hài_lòng",0,0,1,0,0,0,0,0,0
103,33269,"hàng nguyên niêm_phong , gói chống sock cực tốt . cảnh_báo vỡ đầy_đủ . máy chạy ổn , pin cực ổn . hơi ít theme , nhận_dạng gương_mặt , vân không giật lag kì hài_lòng",0,0,1,1,1,1,0,0,0
104,33268,"mua sản 1 phẩm giá_trị lớn hơi lo_lắng , sản_phẩm xong hài_lòng , kiểm_tra test hàng đều ok . 3 . bảo_hành không tốt không ? ủng_hộ tiki !",0,0,0,0,0,0,0,1,0
105,33267,"1 chân sút hẳn không đứng : ( đề_nghị hàng , hoàn tiền đứng",0,0,0,0,0,0,0,1,0
108,33264,giao hàng chậm . điện_thoại tạm ổn kì hài_lòng,0,0,-1,0,0,0,0,0,0
109,33263,"cảm_ứng yếu , loading chương_trình cơ_bản như youtube google chậm ( 1 phút ) . tiền chọn_lựa dòng sản_phẩm sản_phẩm tốt . ý_kiến hài_lòng",0,0,0,-1,0,-1,0,0,0
110,33262,"hàng vna new seal , chưa kích_hoạt . 🤩 kì hài_lòng",0,0,0,0,1,0,0,0,0
111,33261,"sản_phẩm cực ổn_định giá . ổn , pin . giao hàng , nguyên seal . thiết_kế kim_loại hiện_đại khuyết_điểm mặt lưng bám mồ_hôi vân",1,0,1,1,1,1,1,0,-1
114,33258,giao đúng . kì hài_lòng,0,0,1,0,0,0,0,0,0
115,33257,"2 tuần hài_lòng chất_lượng máy . máy_nguyên niêm_phong chưa active , us . giá rẻ , nguyên niêm_phong chưa active us",1,0,0,0,1,0,0,0,1
116,33256,giao hàng sản_phẩm oke kì hài_lòng,0,0,1,0,0,0,0,0,0
117,33255,"sản_phẩm đầy_đủ máy nguyên đai nguyên kiện hài_lòng . không hài_lòng khâu vận_chuyển , mặc_dù vỏ hộp dán hàng vơ hàng hộp móp , hộp điện_thoại móp nhẹ . dich vụ tiki 3 không hài_lòng lắm ! phẩm đúng mô_tả",0,-1,-1,0,1,0,1,0,0
118,33254,đúng hàng vn giao hàng nhanh_chóng nhân_viên nhiệt sản_phẩm tốt chất_lượng,0,0,1,0,1,0,0,0,0
119,33253,"tiki now hàng , đóng_gói cẩn_thận , hóa_đơn gửi kèm email , hàng chuẩn hàng , bọc hàng cẩn_thận , hàng chuẩn",0,0,1,0,0,0,0,0,0
120,33252,"mạnh : pin trâu , giá rẻ . yếu : màn fhd không đẹp lắm , kiểu màu_sắc nhạt , kéo_theo camera chụp hình không đẹp , video không đẹp , bắt wifi sóng sim yếu , độ màn_hình tối , pin 5k như 4k .",1,0,0,1,0,-1,0,0,-1
121,33251,ưng_ý . chất : ) kì hài_lòng,0,0,0,0,0,0,0,1,0
123,33249,sản phầm hd2019 ; trông cứng_cáp,0,0,0,0,0,0,0,1,0
124,33248,"máy chuẩn , chất_lượng tốt , giao hàng dự_kiến kì hài_lòng",0,0,1,0,1,0,0,0,0
125,33247,"đơn hàng cục adapter không hoạt_động , gắn adapter sạc , đề_nghị đổi giúp cục adapter . điện_thoại tốt bình_thường . không hoạt_động",0,0,0,0,0,0,-1,0,0
128,33244,"đều ngon_lành , mua cập_nhật 2 . máy nóng sạc pin sạc . ngon tầm giá",1,0,0,0,0,0,0,1,0
129,33243,sản_phẩm như quảng_cáo . đóng_gói cẩn_thận . rẻ cấu_hình . kì hài_lòng,1,0,1,0,0,0,0,0,1
130,33242,giá sp không_thể chê kì hài_lòng,1,0,0,0,0,0,0,0,0
131,33241,máy hồi . giao xuyên tỉnh chưa 24 tiếng . bước_đầu oke r . chờ trả_lời seal . mã ll / a,0,0,1,0,1,0,0,0,1
133,33239,không rành mua tiki trading yên nguyên niêm_phong chưa kích_hoạt bảo_hành thời ngon chưa lỗi j 🥰 😍 😘 tiki đi,0,0,0,1,0,0,0,0,1
134,33238,"giao đúng hàng , máy nguyên seal , tốt . chê màn hơi xấu đọc pdf oke . pin tốt . liên_kết tài_khoản amz restart ngẫu_nhiên web amz máy_tính , mục device . máy đi , máy bắt wifi đồng_bộ . xong kindle log in bệnh . cài ch play cài chưa cắm thẻ sd , cài xong chạy ngon cắm sd thẻ extenal nha ! ( ch play lỗi khởi_động nha . chặn quảng_cáo lock screen nha ( không root ) unlock bl , root , twrp xda không lắm , fireos hơi xấu nhẹ . chưa custom rom . tắt_update ota enable dev mode xong tắt nha . ! seal , màn không đẹp",0,0,1,0,1,0,0,1,-1
135,33237,sản_phẩm 2 tuần chưa lỗi . máy hoạt đông ổn pin không bền ko . hài_lòng . kì hài_lòng,0,0,0,1,0,0,0,1,0
136,33236,"tiki trading giao hàng . máy_nguyên seal , thiết_kế đẹp , nch ổn tầm giá 3tr . chất_lượng tg . 5 tiki vin . kì hài_lòng",0,0,1,0,1,0,0,0,1
137,33235,"ban_đầu 2 ốc vít lưng được_việc , 1 2 ốc hư . coi như_không tháo sim đc . sad .",0,0,0,0,0,0,0,1,0
138,33234,mua 02 điện_thoại tuần tiki : reakme 6 samsung a71 . hai đều đẹp . realme 6 không tai_nghe đi kèm tiki đóng . đề_nghị mục công_cụ khách_hàng chat gọi điện đên tiki xét điện_thoại mua,0,0,0,0,0,0,-1,0,1
139,33233,yếu không điều_chỉnh không hài_lòng,0,0,0,-1,0,0,0,0,0
141,33231,xài tốt . máy mã ll.,0,0,0,0,0,0,0,1,0
142,33230,"thiết_kế đẹp , tích_hợp công_nghệ , giá hợp_lý . kì hài_lòng",1,0,0,0,0,0,0,0,1
143,33229,"máy_nguyên seal , hàng nhập mỹ , tốt , chưa active tối cn , 3 giao lịch dự_kiến 16 / 12 giao giao",0,0,1,0,1,0,0,0,1
144,33228,"ram 1gb tác vụ mượt , trợ_lý ảo voice chuẩn giọng us ^ ^ . loa toa êm , cam chán , giá tiền không đòi_hỏi . , chất_lượng tốt giá tiền .",1,0,0,1,0,1,0,0,0
145,33227,"sản_phẩm , gập gọn , tiện_lợi kì hài_lòng",0,0,0,0,0,0,1,1,0
147,33225,"một sản_phẩm cực chất , màn_hình lớn mượt , pin , chức_năng hữu_ích . game mua sướng . hài_lòng mua hàng tiki khen phục_vụ . c3 vô_địch",0,1,0,1,0,1,0,0,0
148,33224,"không , chốt nhựa lắp lệch không hài_lòng",0,0,0,0,0,0,0,1,0
149,33223,"hơi kén tai_nghe , không tai apple loa không mic . liệu lỗi sản_phẩm k ?",0,0,0,0,0,0,-1,1,0
150,33222,"sản_phẩm hãng , giao đúng màu , giá hợp_lý , giao hàng chậm . web thông_tin : "" điện_thoại_vivo y30i trừ hàng hãng "" , sản_phẩm "" vivo y30i hãng "" . điều_chỉnh thông_tin web đúng sản_phẩm . thoại vivo y30i",1,0,-1,0,1,0,0,0,1
151,33221,máy hãng phân_phối màu xanh lá đẹp . pin tốt . mượt . tặng kèm ốp silicon suốt như . hài_lòng sản_phẩm . kì hài_lòng,0,0,0,1,1,1,1,0,1
152,33220,sạc mua c không rút sạc cháy hỏng không ' kiểu trẻ cầm bỏng giật điện mất ' mua c không rút sạc cháy hỏng không ' kiểu trẻ cầm bỏng giật điện mất ',0,0,0,0,0,0,-1,0,0
153,33219,"hàng hãng ok , giá hôm_qua tốt , hôm_nay mua 1c kì hài_lòng",1,0,0,0,1,0,0,0,0
155,33217,"điện_thoại , mượt . ngon tầm giá . vsmart kì hài_lòng",1,0,0,1,0,0,0,0,0
156,33216,"mua 1 tuần , ok , mượt_mà kì hài_lòng",0,0,0,1,0,0,0,0,0
157,33215,sản_phẩm đẹp gọn_nhẹ kì hài_lòng,0,0,0,0,0,0,0,0,1
158,33214,"1 tuần ổn , vân , khuôn_mặt , camera , game đều tốt . niêm_phong không dán máy một nilon , lỗi lưu kho khó_chịu . phẩm tốt , giao hàng chưa kĩ",0,0,-1,1,0,1,0,0,0
159,33213,"điện_thoại nóng , pin , pin 100 % , 2 - 3h sạch pin ( quảng_cáo pin phim liên_tục 13h ) . đề_nghị tiki liên_hệ gấp giúp , chân_thành . không hài_lòng",0,0,0,0,0,-1,0,0,0
160,33212,"giao hàng chậm như rùa , 3 hàng , sản_phẩm xấu tệ không bộ_nhớ tạm , không cảm_biến la_bàn không hài_lòng",0,-1,-1,0,0,-1,0,0,-1
161,33211,hài_lòng sản_phẩm ipad air 3 mua tiki . g air 3,0,0,0,0,0,0,0,1,0
165,33207,sản_phẩm tốt . xứng_đáng tầm giá 3tr . ủng_hộ hàng việt_kì hài_lòng,1,0,0,0,0,0,0,0,0
166,33206,hình,0,0,0,0,0,0,0,1,0
167,33205,tốt tầm giá . song bắt hơi yếu máy kì hài_lòng,0,0,0,-1,0,0,0,0,0
168,33204,giá 2590 đồng vivo y1 lựa_chọn hợp_lí .,0,0,0,0,0,0,0,1,0
169,33203,"kindle cũ 5 rưỡi hư , mua . đợt hàng , link tài_khoản cũ hình kindle cũ , tiện . . kindle fire lý_tưởng nhu_cầu đọc sách cộng một thao_tác search đơn_giản , chủ_yếu đọc không lệ_thuộc giải_trí . kindle . kì hài_lòng",0,0,0,1,0,0,0,1,0
170,33202,"mền chào tiki ! mua hàng tiki . cảm_nhận tiki phục_vụ tốt , khâu cskh khâu . , sản_phẩm ( đt vsmart joy 3 ) đều ok , lắp sim máy không , báo không thẻ sim , màn_hình tối mặc_dù không chỉnh độ . cảm_nhận , mong tiki giải_quyết giúp . tiki , chúc tiki kh . hỗ joy 3 không sim",0,1,0,0,0,-1,0,0,0
171,33201,"sản_phẩm hãng , tốt , tốc_độ máy chấp_nhận giá sản_phẩm , giao hàng . kì hài_lòng",0,0,1,0,1,0,0,0,0
172,33200,"trừ đóng_gói cẩn_thận . trừ giao hàng dự_kiến 1 . trừ check bh đúng 1 đặt_hàng . trừ hàng nguyên niêm_phong ( bọc lớp bóng kính ) . trừ đt tốt , chưa . trừ hãng dán sẵn miếng dán màn_hình r , đỡ fải mua miếng dán . tiki ! 😘 😘 . ủng_hộ tiki . đầu mua tiki , hài_lòng .",0,0,1,0,1,0,1,0,0
173,33199,hàng giá_trị móp vỏ hộp giá_trị hẳn . chưa phản_hồi . tổng_đài tiki nhân_viên không vui_vẻ hài_lòng,0,-1,-1,0,0,0,0,0,-1
175,33197,"hình_ảnh trang 2 sim , gấp không để_ý thông_tin sản_phẩm 1 sim không đổi , hình_ảnh sản_phẩm nhầm_lẫn .",0,0,0,0,0,-1,0,1,0
176,33196,"máy tạm ổn , mua chưa 1 tuần , thử như . máy chạy , camera bao đỉnh , nhẹ đẹp . tiếc màu trắng nowship q1 40k hàng 2 - 3h . kì hài_lòng",0,0,1,1,0,1,0,0,0
177,33195,"giao hàng , đóng_gói kỹ_càng , không trầy_xước . sản_phẩm check mã hãng , hàng ful hộp không dấu_hiệu khui . mua giá rẻ , an_toàn tiện lơi . chưa lỗi phát_sinh . thoại_samsung galaxy_a51 hãng",1,0,1,0,1,0,0,0,1
178,33194,hàng nguyên niêm_phong ổn_định . không lỗi_lầm . kì hài_lòng,0,0,0,1,1,0,0,0,1
179,33193,"sản_phẩm ipad air 2019 ! đóng_gói cẩn_thận ! hàng nguyên hộp , kích_hoạt bảo_hành ! tiki ! kì hài_lòng",0,0,1,0,0,0,0,0,0
180,33192,"mua điện_thoại chưa 2 tuần sạc cáp hư , liên_hệ tổng_đài không bảo_hành phụ_kiện . lưu_ý cân_nhắc bảo_hành phụ_kiện",0,-1,0,0,0,0,-1,0,0
181,33191,"tiki đóng_gói kỹ , hộp nguyên seal . khởi_động máy kích_hoạt bảo_hành thành_công . máy hơi dày 1 chút , đọc thông_số máy , có_lẽ pin lớn 50 mpa . máy màn_hình đẹp độ tốt . máy mua chưa phát_hiện lỗi màn_hình . camera thử chụp ban_ngày ok , chi_tiết tốt . camera selfie đẹp , không lố . không rành camera chất_lượng hài_lòng . tầm giá không hối_tiếc mua máy . vn chất_lượng tốt",1,0,1,0,1,1,0,0,-1
182,33190,"hàng hãng mã vn / a , chưa active , giá tốt , giao hàng , chưa phát_sinh",1,0,1,0,1,0,0,0,0
183,33189,máy check máy kích_hoạt bảo_hành ? mong tiki phản_hồi . hài_lòng,0,0,0,0,0,0,0,1,0
184,33188,đầu mua sản_phẩm điện_thoại hồng hạnh mobile . hấy shop uy_tín ! test máy 1 tuần cl sản_phẩm ngon . thanks shop good,0,1,0,0,0,0,0,0,0
185,33187,nguyên niêm_phong pin trâu máy ngon tầm giá giao hàng kì hài_lòng,1,0,1,0,1,1,0,0,0
186,33186,hàng không lỗi nhân_viên giao hàng tốt kì hài_lòng,0,0,1,0,0,0,0,0,0
187,33185,giao hàng . hàng hãng kì hài_lòng,0,0,1,0,1,0,0,0,0
188,33184,"sản_phẩm tốt , hợp túi_tiền , tư_vấn khách_hàng tiki tốt . phẩm tốt !",1,1,0,0,0,0,0,0,0
189,33183,giao hàng,0,0,-1,0,0,0,0,0,0
190,33182,"dịch_vụ giao hàng tiki kém . 5 * sản_phẩm 0 * shipper giao hàng 2 - 3h giao trễ gọi hối 1 shipper bảo 🤣 giao chưa bảo địa_chỉ xong bảo nhầm đường , đường kêu nhầm 30p chưa shipper . bận đi công_chuyện không giùm , canh hàng . chán vụ kém",0,-1,-1,0,0,0,0,0,0
192,33180,"bề_ngoài ok , đẹp_mắt camera không hài_lòng lắm",0,0,0,0,0,-1,0,0,1
193,33179,giá hợp_lí điện_thoại oke lắm cảm_mơn shop 😄 kì hài_lòng,1,0,0,0,0,0,0,0,0
194,33178,"hàng chất_lượng , đóng_gói cẩn_thận kì hài_lòng",0,0,1,0,0,0,0,0,0
195,33177,"mua sản_phẩm sản_phẩm màu silver hài_lòng giao hàng ) màn_hình tìm_kiếm sản_phẩm key2 hình_hộp quà tặng ( tai_nghe ốp lưng ) . quà tặng hàng không . tiki liên lác . cảo nhầm_lẫn , hotline không liên_hệ",0,0,1,0,0,0,-1,0,0
196,33176,"mẫu_mã đẹp , giá_cả hợp_lý kì hài_lòng",1,0,0,0,0,0,0,0,1
197,33175,mua tặng ox hàng hào_hứng lắm thanks tiki kì hài_lòng,0,0,0,0,0,0,0,1,0
198,33174,"hàng giao , đóng_gói cẩn_thận kì hài_lòng",0,0,1,0,0,0,0,0,0
